UID,X,Y,name_first,name_second,introduction,difficulty,completionTime,length,difficulty_level_1,difficulty_level_1,course_style,duration_nights,duration_up_to_time,distance
756,176.878546,-39.28617344,White Pine Bush Scenic Reserve walks,,"Experience New Zealand's remaining coastal forest on these short, easy walks that are good for children. ",Easiest,30 min / 40 min,1155.62,1,1,one_way,0,0.67,1.16 kilometer
757,172.2517406,-42.32432015,Lake Daniell Track,,This is a great walk for families with young children or those people new to tramping. The track is a well formed bench track that can also be completed as a day walk. ,Intermediate,3 hr,7945.42,3,1,one_way,0,3,7.95 kilometer
758,175.2636439,-40.97461729,Tararua Southern Crossing,,The Southern Crossing is one of the four classic tramps of the Tararua Range.,Advanced,3 days,40119.92,4,1,one_way,3,72,40.12 kilometer
759,172.6242154,-42.25477546,St James - Waiau Pass Track,,"Waiau Pass Track follows the true right of the Waiau River, St James Conservation Area.",Advanced,Up to 9 hr one way,27571.45,4,1,one_way,0,9,27.58 kilometer
760,174.5973201,-36.08109783,Mangawhai Cliffs Walkway,,The rugged beauty of New Zealand’s coast unfolds with panoramic views offering spectacular photo opportunities along this walk from the shoreline to the clifftops. It's suitable for children and is one of our best short walks.,Easy,2-3 hr,6589.69,2,1,one_way,0,3,6.59 kilometer
761,176.255891,-39.66932113,Mangleton Road to Park's Peak Ridge,,It’s a 2-3 hour walk from Mangleton Road to Park’s Peak Ridge. The track links to Ruahine Range and Golden Crown Ridge to the north and Park's Peak and Upper Makaroro huts to the south. ,Advanced,2 - 3 hr one way,7260.62,4,1,one_way,0,3,7.27 kilometer
762,173.596344,-35.79454939,Kai Iwi Lakes Coastal Track,,Walk across farmland to the expansive Ripiro Beach.,"Easy,Advanced",30 min one way | 2 hr one way,8068.94,2,3,one_way,0,2,8.07 kilometer
763,168.1814959,-44.7603144,Routeburn Track,,"This is the ultimate alpine adventure, weaving through meadows, reflective tarns and alpine gardens. You'll be rewarded with spectacular vistas over vast mountain ranges and valleys.",Intermediate,2-4 days,34292.54,3,1,one_way,3,72,34.3 kilometer
764,176.1107992,-38.62867292,Aratiatia Rapids tracks,,"Several times a day the gates at the Aratiatia dam are opened to release the full flow of the river, a spectacular sight from the lookout points - kids will love it!","Easiest,Easy",10 min | 2 hr,6771.85,1,2,one_way,0,2,6.78 kilometer
765,170.4789653,-43.34880515,"Whataroa, Butler and Perth valleys tracks",,"The Whataroa, Butler and Perth river valleys tracks and routes provide rugged backcountry opportunities for those with suitable skills and experience.  ","Advanced,Expert",3 days +,45410.01,4,2,one_way,3,72,45.42 kilometer
766,176.6938405,-38.67290623,Waiatiu Falls Track,,"A 1 hour 30 minutes return walk, the Waiatiu Falls Track in Whirinaki Te Pua-a-Tāne Conservation Park leads through podocarp forest before reaching the picturesque falls. ",Easy,1.5 hr,1591.14,2,1,one_way,0,1.5,1.6 kilometer
767,172.9676533,-40.80686495,Gibbs Hill Track,,Find out about walking and mountain biking on the Gibbs Hill Track in Abel Tasman National Park.,Advanced,4 - 5 hr one way,5736.98,4,1,one_way,0,5,5.74 kilometer
768,174.0826989,-39.32766378,Lake Dive Hut tracks,,Enjoy great views up the mountain and down to the Taranaki Ring Plain and the coastline on route to picturesque Lake Dive.,Advanced,7–8 hr ,12865.58,4,1,one_way,0,8,12.87 kilometer
769,168.66593,-44.463917,Pearl Flat to head of the valley,,This track climbs through beech forest crossing swingbridges to bring you to the head of the Matukituki Valley.,Advanced,11-12 hr,15365.15,4,1,one_way,0,12,15.37 kilometer
770,175.8415679,-39.1653905,Mt Urchin Track,,"Mount Urchin offers an easily accessible wilderness of beautiful beech forest, incredible views and a real alpine environment. ",Advanced,3 - 4 hr,3222.73,4,1,one_way,0,4,3.23 kilometer
771,171.5301807,-43.54647135,Scotts Saddle Track,,"Starting in Mt Hutt Forest and ending at Mount Hutt Skifield Road, Scotts Saddle Track offers beautiful views over mid-Canterbury.",Advanced,2 hr,4288.64,4,1,one_way,0,2,4.29 kilometer
772,173.9844469,-41.88559262,Sawcut Gorge/Isolated Hill Route,,"Isolated Hill Scenic Reserve is typical South Marlborough: rugged bluffs and steep, dry hills drained by stony rivers.",Expert,2 hr 30 min - 3 hr,4491.04,5,1,one_way,0,3,4.5 kilometer
773,169.7492925,-44.35532028,East Ahuriri Track,,East Ahuriri Track is part of Te Araroa.,Advanced,1 - 2 days,20384.36,4,1,one_way,1,24,20.39 kilometer
774,175.7925783,-38.81613128,Te Hapua Bay Track,,"Located on the western shore of Lake Taupo, this track allows walking access to one of the most stunning bays on the lake.  ",Advanced,45 min one way,462.92,4,1,one_way,0,0.83,462.93 meter
775,171.1924691,-42.64755518,Londonderry Rock Walk,,View the very large Londonderry Rock - which during the Kumara Goldrushes was too large for miners to move or break.,Easiest,10 min,225.48,1,1,one_way,0,0.17,225.48 meter
776,175.689982,-37.05649884,Kauaeranga Kauri Trail (Pinnacles Walk),,"This popular walk leads to Pinnacles Hut, and on to the summit of the Pinnacles with spectacular views of the Coromandel Peninsula. It can be completed as a day or overnight walk.",Intermediate,1 - 2 days,13444.58,3,1,one_way,1,24,13.45 kilometer
777,170.4234056,-43.04110004,Harihari Coastal Walkway,,"Harihari Coastal Walkway is one of the most scenic walkways on the West Coast, with spectacular views of forest, rivers, mountains and coastline.",Easy,2 hr 45 min,7163.28,2,1,one_way,0,2.75,7.17 kilometer
778,175.8025403,-40.3249416,Manawatu Gorge Track,,"Walk through native bush, enjoy scenic views and experience native wildlife only a short distance from Palmerston North. ",Easy,3 - 5 hr one way,8425.97,2,1,one_way,0,5,8.43 kilometer
779,167.0811449,-45.67490236,Dusky Track,,"This difficult tramping track between Lake Hauroko and Lake Manapouri offers huge lakes, gushing rivers, vast forested valleys and lots of mud for experienced and well equipped trampers.",Advanced,8- 10 days,62747.81,4,1,one_way,9,216,62.75 kilometer
780,174.1284069,-35.8933822,Kauri Dam Walk,,This easy walk takes you through regenerating forest and by the remains of an old timber dam before coming to a viewing area.,Easy,55 min one way,320.91,2,1,one_way,0,0.83,320.92 meter
781,169.8103797,-46.4463167,Nugget Point/Tokata walks,,"Enjoy dramatic coastal views from the Tokata Lighthouse and spot seals, penguins and other seabirds on these short walks.",Easiest,Various times under 40 min,869.43,1,1,one_way,0,1,869.44 meter
782,171.3481449,-42.55364769,Woods Creek Track ,,This fascinating forest track passes by tailraces and dams and through tunnels built by gold miners in the 19th century.,Easy,45 min,892.52,2,1,one_way,0,0.83,892.52 meter
783,171.366957,-43.60710565,Mount Somers Track,,"The Mount Somers Track provides a number of options, including for kids, for an overnight tramp with impressive rock formations, historic mines and stunning views. It links the popular Pinnacles and Woolshed Creek huts.","Intermediate,Advanced",2 days,31941.66,3,2,one_way,2,48,31.95 kilometer
784,172.4395031,-41.31655782,Leslie-Karamea Track,,"The Leslie–Karamea Track is one of the region’s premier semi-wilderness experiences, situated in the middle of Kahurangi National Park. ",Advanced,6 - 9 days one way,125082.13,4,1,one_way,8,192,125.09 kilometer
785,173.8136766,-35.75077303,Mount Tutamoe Track,,"Climb through Kaihu Forest to the top of Mount Tutamoe and you will be rewarded by stunning, panoramic views. ",Advanced,3 hr one way,3033.86,4,1,one_way,0,3,3.04 kilometer
786,175.5243609,-39.96467641,Bruce Park Loop Track,,"An easy walk through a podocarp and broadleaf forest remnant with impressive specimens of rimu, totara and kahikatea - great for kids and they can earn a Kiwi Guardians medal too!",Easy,20 min - 1 hr,1583.82,2,1,one_way,0,1,1.59 kilometer
787,169.435318,-44.528134,Breast Hill Track,,"This tramping track, taking 2-3 days to complete, forms part of the Te Araroa - The Long Pathway and connects to the Timaru River Track. ",Advanced,2 days,45975.24,4,1,one_way,2,48,45.98 kilometer
788,168.8168876,-45.05986931,Lake Alta Track,,Climb to the picturesque glacial Lake Alta.,Advanced,1 hr 30 min,1195.01,4,1,one_way,0,1.5,1.2 kilometer
789,169.2409731,-44.99459593,Quartz Reef Point Walk,,"Take a short walk to Quartz Reef Point, the best preserved example of herring bone tailings in the country. ",Easy,30 min,1106.28,2,1,one_way,0,0.5,1.11 kilometer
790,176.4560913,-38.24842616,Isthmus Track,,This track is dominated by the majestic Mount Tarawera.,Easiest,20 min,1162.42,1,1,one_way,0,0.33,1.17 kilometer
791,174.0937593,-39.27213748,Around the Mountain Circuit,,The challenging Around the Mountain Circuit (AMC) offers you spectacular bush and alpine scenery. It is best tramped from October to April.,"Advanced,Expert",4 - 5 days,92894,4,2,one_way,4,96,92.9 kilometer
792,168.0442592,-44.89457319,Mistake Creek Track,,This difficult tramping track leads from the Milford Road and up the Mistake Creek Valley through beech forest to the river flats. ,Advanced,3 hr to bush edge,4330.66,4,1,one_way,0,3,4.34 kilometer
793,176.0262147,-39.89984404,Rangiwahia Hut - Deadmans Track,,An easy to moderate overnight tramp to Rangiwahia Hut on the Whanahuia Range in Ruahine Forest Park. Return via the open tops and Deadman’s Track.,Advanced,2 days,13088.74,4,1,one_way,2,48,13.09 kilometer
794,167.5363447,-45.79223037,Burnt Ridge Track,,"This tramping track offers an easy walk from the Borland Lodge grounds to Lake Monowai, in Fiordland. ",Easy,1.5 hr one way,4406.89,2,1,one_way,0,1.5,4.41 kilometer
795,168.801464,-44.979611,Lake Hayes Walkway,,"Stroll, walk, run or cycle around a lake surrounded by spectacular mountains.",Easy,2 - 3 hr,7182.8,2,1,one_way,0,3,7.19 kilometer
796,167.3656778,-45.7740298,Borland Road to Monowai Hut Track,,This tramping track leads from Borland Saddle to a hut at the northern end of Lake Monowai in Fiordland National Park.,Advanced,9 hr one way,19079.72,4,1,one_way,0,9,19.08 kilometer
797,176.0153801,-39.95602211,Alice Nash Memorial Heritage Lodge Track,,This track in the scenic Oroua River valley can be enjoyed as a half day tramp but it's also a good overnight tramp for families with children and new trampers.,Easy,1 hr 30 min return,2453.6,2,1,return,0,1.5,2.46 kilometer
798,170.4553895,-45.9206778,Tunnel Beach Track,,"This short walk goes through an excavated tunnel kids will love, to a secluded beach and a spectacular, rocky coastline.",Easy,1 hr,811.21,2,1,one_way,0,1,811.21 meter
799,173.7912736,-35.21101224,Puketi Nature Trail ,,This is an easy wander suitable for children. The loop track leads you through a beautiful kauri forest with a chance to see glow-worms. ,Easy,1 hr,1446.18,2,1,one_way,0,1,1.45 kilometer
800,173.8275177,-42.2360409,Okiwi Bay - Half Moon Bay Track,,Walk or mountain bike through varied vegetation and enjoy ocean views.,Advanced,6 hr | 2hr,16454.82,4,1,one_way,0,2,16.46 kilometer
801,167.6842887,-45.42079562,Kepler Track, Carpark to Dock Bay and Brod Bay,This easy track follows the first part of the Kepler Track (a Great Walk) around the Te Anau lake shore to two lovely swimming and picnicking - it's great for children and they can earn a Kiwi Guardians medal too! Catch a water taxi one way for a shorter ,Easy,1-3 hr return,4724.55,2,1,return,0,3,4.73 kilometer
802,175.6512232,-39.09008067,Ketetahi Track,,The Ketetahi Track is a section of the Tongariro Alpine Crossing. You can get close up views of the active Te Maari craters.,Intermediate,4 - 5 hr,5976.81,3,1,one_way,0,5,5.98 kilometer
803,172.3372133,-43.17518047,Mt Thomas tracks,,"Enjoy sweeping panoramic views of the Canterbury Plains, Banks Peninsula and the Southern Alps/Kā Tiritiri o te Moana from Mt Thomas (1023 m).",Advanced,4–7 hr,14868.58,4,1,one_way,0,7,14.87 kilometer
804,168.0613758,-46.87363883,Rakiura Track,,"Escape on an island adventure - relax and unwind in the peaceful surroundings with the bush, birds and beach at your side.",Intermediate,3 days ,25306.53,3,1,one_way,3,72,25.31 kilometer
805,-176.5559907,-43.8521684,Henga Scenic Reserve Walk,,This walk takes you out onto coastal dunes then back through the bush to your starting point.,Easy,1 hr 30 min | 2 hr 30 min,3408.97,2,1,one_way,0,1.5,3.41 kilometer
806,168.1535428,-44.7443979,Deadmans Track,,This challenging tramping route from the Hollyford Road climbs the slope to meet the Routeburn Track near Harris Saddle.,Expert,5 hr one way,4194.09,5,1,one_way,0,5,4.2 kilometer
807,170.694016,-45.766098,Heyward Point Track,,"This cliff top track, through farm land and regenerating forest, offers great coastal views.",Advanced,2 hr,4238.06,4,1,one_way,0,2,4.24 kilometer
808,175.4255265,-36.24329061,Whangaparapara, Te Ahumata Track,Discover interesting flora and panoramic views at the top of Te Ahumata (398 m).,Advanced,1 hr,1662.31,4,1,one_way,0,1,1.67 kilometer
809,176.4977849,-38.0340896,Hinehopu/Hongi's Track,,This track highlights the area's incredible native forest and cultural importance.  Beautiful beach at Korokitewao Bay (Lake Rotoiti) for swimming and picnicking.,Easy,1 hr 30 min,3001.67,2,1,one_way,0,1.5,3.01 kilometer
810,169.9073691,-44.61165851,Ewe Range Track ,,The Ewe Range Track provides walking access to the northern end of Oteake Conservation Park.,Advanced,3 hr,6444.07,4,1,one_way,0,3,6.45 kilometer
811,173.8301123,-42.24422334,Ohau Stream Walk - closed,,The Ohau Stream Walk is unsafe due to earthquake damage and is closed until further notice.,Easiest,10 min,276.58,1,1,one_way,0,0.17,276.58 meter
812,175.8220988,-40.14956655,Beehive Creek Walkway,,This walk follows a shallow creek through a mixture of native bush and exotics before crossing farmland.,Easy,2-3 hr,4142.72,2,1,one_way,0,3,4.15 kilometer
813,172.3622201,-41.4057522,Wangapeka Track,,The Wangapeka route crosses Kahurangi National Park - it crosses two saddles and travels through the beautiful beech-forested valleys.,"Advanced,Expert",4 - 6 days one way,57976.85,4,2,one_way,5,120,57.98 kilometer
814,169.2629773,-44.43978486,Kidds Bush Nature Walk,,The Kidds Bush Nature Walk is an enjoyable loop track through a mountain beech forest.,Easiest,30 m,914.84,1,1,one_way,0,0.5,914.85 meter
815,177.7000468,-38.46869898,Otoko Walkway,,The Otoko Walkway is 50 km north-west of Gisborne. The track traverses 5 km of the old Gisborne/Moutohora railway line and takes 2.5 hours one way.,Easy,2 hr 30 min,6927.6,2,1,one_way,0,2.5,6.93 kilometer
816,177.5180964,-38.83024784,Te Reinga Scenic Reserve Walk,,This short track takes you to lookout with views of the spectacular Te Reinga Falls.,Easiest,5 min one way,169.62,1,1,one_way,0,0.17,169.63 meter
817,176.3006879,-39.62729289,Masters Shelter to Golden Crown Ridge,,The Golden Crown Ridge Track begins behind Master Shelter. The 2-3 hour walk climbs around a series of rocky knolls before continuing steeply upwards through beech forest to the top of the range.,Advanced,2 - 3 hr one way,4047.87,4,1,one_way,0,3,4.05 kilometer
818,176.1870204,-38.12754721,Mt Ngongotaha Nature Loop Track,,The Loop Track is a short walk orientated towards families or school groups to provide an experience close to town showcasing the beautiful flora and fauna of Mt Ngongotaha for all to see.,Easiest,1 hr,2906.45,1,1,one_way,0,1,2.91 kilometer
819,177.160335,-38.78318342,Ngamoko Track,,Walk along the Ngamoko Track as it steadily climbs to the Ngamoko Range summit. You will be rewarded for your hard work by the views at the summit.,Advanced,5 - 7 hr 30 min,7343.3,4,1,one_way,0,7.5,7.35 kilometer
820,172.5574068,-40.64008928,Kaituna Track,,"Beautiful native forest and gold-mining relics are the main attractions of the Kaituna Valley. To walk the whole track takes 8-9 hours, or there are shorter walks from 20 minutes to 2 hours. ",Expert,8-9 hr or shorter walks from 20 min to 2 hr,8198.17,5,1,one_way,0,9,8.2 kilometer
821,171.0097292,-44.76057503,Studholme Bush Scenic Reserve tracks,,"Enjoy a wide range of tracks, from an easy, fun cycle with the family along Railway Track, to a steep 50-minute walk to the Whitehorse monument with great views out over Waimate.",Easy,2 - 3 hr,7490.27,2,1,one_way,0,3,7.5 kilometer
822,175.7799681,-37.46468682,Bluff Stream Kauri Loop Track,,You can see some of the Bay of Plenty's remnant kauri giants on this track.,Advanced,3 hr,6103.03,4,1,one_way,0,3,6.11 kilometer
823,172.5713008,-40.94437026,Douglas Range ,,The route links the Aorere and Cobb valleys in Golden Bay. It is unmarked and suitable for trampers with a high degree of fitness and off-track experience.,Expert,5-7 days,32787.72,5,1,one_way,6,144,32.79 kilometer
824,172.5354499,-43.12821582,Mt Grey/Maukatere tracks,,Enjoy some of the best views in Canterbury from the summit of Mt Grey/Maukatere (934 m).,"Easy,Advanced",up to 8 hr,11910.91,2,3,one_way,0,8,11.92 kilometer
825,175.1480061,-37.96794879,Mangakara Nature Walk,,This loop walk passes through ancient forest with towering trees and a beautiful stream - with interpretation signs as well this is a great option for children.,Easiest,1 hr ,1207.2,1,1,one_way,0,1,1.21 kilometer
826,175.9029092,-40.16714651,Maharahara Peak Track,,Take a steep climb through forest to the rocky open knolls of Maharahara high point in the Ruahine Forest Park.,Advanced,4-6 hr,5157.02,4,1,one_way,0,6,5.16 kilometer
827,167.4578209,-45.80334955,Green Lake Track,,"This tramping track leads to a hut at attractive Green Lake in Monowai, Fiordland.",Advanced,3 or 6 hr to hut,18282.32,4,1,one_way,0,6,18.29 kilometer
828,173.6112606,-41.42814903,Wakamarina Track,,Follow in the footsteps of old goldminers on the Wakamarina Track to cross the Richmond Range from the Wairau Valley to the Wakamarina Valley.,Advanced,7 hrs (south to north),20540.73,4,1,one_way,0,7,20.55 kilometer
829,174.747782,-39.52137178,Trains Track,,Follow the Waitōtara River to Trains Hut.,Advanced,4 hr,12327.64,4,1,one_way,0,4,12.33 kilometer
830,169.7940861,-44.36386898,Quailburn Track,,Tucked away under the Ohau Range lies this short track through mountain beech forest.,"Advanced,Expert",30 min | 2 hr one way,1546.01,4,2,one_way,0,2,1.55 kilometer
831,178.3269359,-38.3827811,Cooks Cove Walkway,,"Walk to Cooks Cove where Captain James Cook stopped in 1769 as part of his circumnavigation of New Zealand - with information panels, a hole-in-the-wall, and a safe cove to swim in, this walk is a good option for children.",Easy,2 hr 30 min,2396.2,2,1,one_way,0,2.5,2.4 kilometer
832,172.1728613,-43.0762799,Youngman Stream Track,,Follows Ashley River to Youngman Stream Hut.,Advanced,4-5 hr one way,13122.6,4,1,one_way,0,5,13.13 kilometer
833,175.129451,-37.68216206,Hakarimata Rail Trail,,This family walking and cycling track follows the route of the former Ngaruawahia/Glen Massey railway to attractive stream cascades.,Easiest,30 min one way,1219.95,1,1,one_way,0,0.5,1.22 kilometer
834,174.8233785,-37.82589575,Bryant Memorial Reserve tracks,,Two short walking tracks leaving from the Bryant Memorial Reserves. ,Easiest,20-25  min,2082.12,1,1,one_way,0,0.33,2.09 kilometer
835,173.0843569,-34.72311026,Rarawa Beach Walk,,This short walking track takes you to Rarawa beach. ,Easiest,20 min,465.35,1,1,one_way,0,0.33,465.35 meter
836,174.193144,-35.22168122,Moturua Island Track,,This track goes right around Moturua Island. You can join the track at any of the main beaches and walk through open grassy areas and along cool shady stretches beneath the regenerating coastal forest trees.,Easy,2.5 hr,4036.88,2,1,one_way,0,2.5,4.04 kilometer
837,171.239238,-44.08704474,Talbot Forest Scenic Reserve tracks,,These short walks in and around Talbot Forest Scenic Reserve are ideal for families. There are four short walks through the forest which interconnect with roads around the reserve.,Easiest,5 - 10 min,1777.6,1,1,one_way,0,0.17,1.78 kilometer
838,176.3436812,-38.01083218,Okere Falls Track,,"With viewing platforms that provide great views of magnificent  waterfalls and white water rafters making their way down the Kaituna River, as well as geocaches and glow worms at night, there is plenty to keep kids entertained on this short, easy walk.",Easiest,30 min one way,1394.43,1,1,one_way,0,0.5,1.4 kilometer
839,178.0400144,-38.64064238,Te Kuri Farm Walkway,,"Enjoy panoramic views from various points on this track, as well as from a lookout point at the top (290 m).",Easy,3 hr,3217.85,2,1,one_way,0,3,3.22 kilometer
840,170.703804,-45.7814491,Aramoana Boardwalk,,"The Aramoana Boardwalk and saltmarsh experience, and other short walks from Aramoana on the edge of Otago Harbour, suit  all ages and abilities.",Easiest,20 to 45 min,471.47,1,1,one_way,0,0.83,471.48 meter
841,172.8725983,-41.81877236,St Arnaud Range Track,,Climb onto the St Arnaud Range for spectacular views of the surrounding area.,Advanced,5 hr return,4169.54,4,1,return,0,5,4.17 kilometer
842,171.2470947,-42.94759433,Toaroha/Zit Saddle/Kokatahi/Lathrop Saddle/Styx River  Route ,,This route traverses alpine ridges and crosses two alpine saddles. It demands experience and good route finding skills in other than fine weather conditions. ,"Advanced,Expert",3-4 days,42616.78,4,2,one_way,3,72,42.62 kilometer
843,170.112076,-44.14603,Lake Pukaki area tracks,,Explore the area around Lake Pukaki on these short walking tracks.,"Easiest,Expert",Various: 10 min - 2 hr one way,4490.59,1,5,one_way,0,2,4.5 kilometer
844,175.1293887,-37.64328414,Hakarimata Walkway,,Walk the length of the Hakarimata Range and enjoy excellent views towards the coast and across the Waikato Basin.,Advanced,7 hr 30 min,13629.42,4,1,one_way,0,7.5,13.63 kilometer
845,173.7033237,-35.23546643,Pukatea Ridge Track,,This is a well-marked track through established bush with valley views and large kauri trees. This track connects with the Waipapa River Track.,Intermediate,2 hr,11635.69,3,1,one_way,0,2,11.64 kilometer
846,175.8750084,-38.93407312,Motuoapa Cliff Lookout Walk,,An easy short walk to a lookout point with panoramic views over the southern end of Lake Taupo. ,Easiest,20 min,414.71,1,1,one_way,0,0.33,414.72 meter
847,168.665947,-44.464451,French Ridge Track,,"After walking up the valley, a challenging track crosses the Matukituki River and climbs through bush to tussock slopes in the sub-alpine zone.",Advanced,6 hr - 7 hr 30 min one way,16301.72,4,1,one_way,0,7.5,16.31 kilometer
848,173.6282417,-35.23482403,Kauri Stump Walk,,This easy walk in the Omahuta Kauri Sanctuary will take you to the stump and head of one of the largest kauri ever felled in the Omahuta Forest.  ,Easy,10 min,59.1,2,1,one_way,0,0.17,59.11 meter
849,174.6974167,-41.22388459,Makara Walkway,,"This loop walk climbs to vantage points with spectacular views - farmland, a beach and gun emplacements will keep kids interested.",Advanced,1 hr 30 min one way,3819.05,4,1,one_way,0,1.5,3.82 kilometer
850,168.9647944,-45.15107353,Nevis Valley tracks,,Access the Remarkables Conservation Area on these tracks.,Advanced,Various times over 4 hr return,18593.84,4,1,return,0,4,18.6 kilometer
851,176.2361,-39.71083786,Wakarara Road End tramping tracks,,"Wakarara Road End tramping tracks include tracks to Poutaki Hut, Parks Peak Hut and Sparrowhawk Bivouac and the Colenso Spur to the Main Range track.",Advanced,8 - 10 hr,17033.23,4,1,one_way,0,10,17.04 kilometer
852,173.7330088,-35.01356174,Duke's Nose (Kairara Rocks) Track,,Take in spectacular views of Whangaroa Harbour from Duke's Nose.,Intermediate,45 min one way,592.95,3,1,one_way,0,0.83,592.95 meter
853,175.9612347,-38.69781067,Tahunatara Point Walk,,"An easy walk, ideal for families, in beautiful Whakaipo Bay. Take a picnic and spend the day on the beach. ",Easy,1 hr 30 min,2104.22,2,1,one_way,0,1.5,2.11 kilometer
854,174.4255217,-35.4523947,Puriri Track ,,"One of the bush walks at Mimiwhangata, the track leads you to the top of the ridge with impressive views of the peninsula and out towards the Poor Knights Islands.",Easy,2 hr 30 min return,5244.58,2,1,return,0,2.5,5.25 kilometer
855,174.6292152,-36.36134583,Dome Forest car park to Waiwhiu Grove,,From the Dome Forest lookout the track continues to the Dome Summit where you get views of Taranga Island.,Advanced,1 hr 30 min one way,4084.88,4,1,one_way,0,1.5,4.09 kilometer
856,169.355005,-44.45757003,Dingle Burn Peninsula Track,,The Dingle Burn Peninsula Track is a pleasant walk to the Turihuka Conservation Area. It also provides access into Hāwea Conservation Park via the Dingle Burn and Hunter River Tracks. ,Easy,6 - 8 hr,12051.86,2,1,one_way,0,8,12.06 kilometer
857,168.903288,-44.776573,Motatapu Track,,The Motatapu Track follows much of an historic route that linked the Wanaka and Arrowtown areas. It's a demanding alpine tramp for experienced parties.,Advanced,3 - 4 days,32435.54,4,1,one_way,3,72,32.44 kilometer
858,172.784208,-41.85342461,Angelus Hut tracks and routes,,"Angelus, at 1,650 metres, is perched high on the ranges between Lakes Rotoiti and Rotoroa in Nelson Lakes National Park.  ","Advanced,Expert",2-3 days,34534.85,4,2,one_way,2,48,34.54 kilometer
859,176.7031643,-38.63982751,H Tree Track,,"The H Tree Track in Whirinaki Te Pua-a-Tāne Conservation Park is a 45-minute loop track that meanders through podocarp forest. The forest is home to a number of native birds, including kaka. ",Easiest,45 min,1986.44,1,1,one_way,0,0.83,1.99 kilometer
860,176.036925,-39.81414495,Purity Hut Track,,A steep climb to this hut nestled above the bushline on the Hikurangi Range in the Ruahine Forest Park.,Advanced,3 - 4 hr,4056.55,4,1,one_way,0,4,4.06 kilometer
861,171.4433926,-42.84992393,Taipo River Track to Harman Pass,,The Taipo Valley is often travelled as part of a popular route from the Waimakariri River via Harman Pass. This guide describes the route from SH73 to Harman Pass only.  ,Expert,2 days,28176.66,5,1,one_way,2,48,28.18 kilometer
862,169.4109627,-44.93583575,Come in Time Battery Walk,,Walk to an old mine entrance and a restored battery - there are other relics from gold mining days as well so plenty to keep kids entertained.,Easy,15 min,274.1,2,1,one_way,0,0.33,274.11 meter
863,177.8007948,-38.98481859,Mangakawa Track,,Follow the Mangakawa Stream with views of waterfalls and small gorges.,Advanced,2 hr 30 min,2992.43,4,1,one_way,0,2.5,3 kilometer
864,174.0725242,-39.22393015,Pouakai Range tramping tracks,,Explore the rugged range of rolling hills covered in sub alpine bush. ,Advanced,8 hr,7596.71,4,1,one_way,0,8,7.6 kilometer
865,172.5636692,-41.5232872,Mt Owen tracks and routes,,At 1875m Mt Owen is the highest peak in Kahurangi National Park and on a fine day the views from this peak are spectacular.,"Advanced,Expert","Northern access: 9 hr, Southern access 7 hr",15759.76,4,2,one_way,0,9,15.76 kilometer
866,173.1213524,-41.94156088,Leatham Molesworth Route,,"This mainly unmarked loop route travels the Leatham Conservation Area and into the magnificent Molesworth Station Recreation Reserve, traversing mountain tops and tussocky valleys. ",Expert,4 - 5 days,26891.53,5,1,one_way,4,96,26.9 kilometer
867,173.7744424,-41.07142771,Archer Track,,This walking and mountain biking track passes through native and pine forest from Penzance Bay to Elaine Bay.,Easy,3 hr 30 min,7757.58,2,1,one_way,0,3.5,7.76 kilometer
868,175.3668192,-36.1673918,Port FitzRoy, Warren's and Bridle Tracks,Warren's Track is a gently graded climb to a waterfall and good swimming spots.,Easy,1 hr one way,2925.59,2,1,one_way,0,1,2.93 kilometer
869,171.049008,-43.59799187,Lake Clearwater tracks,,Enjoy views of Lake Clearwater from the lake shore or the nearby Mount Guy (1319 m).,"Easy,Advanced",Various times: 3 - 8 hr return,12052.95,2,3,return,0,8,12.06 kilometer
870,174.9074587,-38.30969032,Tawarau Forest tramping tracks,,The limestone features and native vegetation in the Tawarau Forest can best be seen by walking on one of the forest's scenic tracks.,Advanced,Various from 2 - 7 hr,23887.21,4,1,one_way,0,7,23.89 kilometer
871,175.7551419,-37.54766227,Waiorongomai Valley tramping tracks,,Explore pack tracks and tramlines from gold mining days - the shorter option is suitable for children and follows New Zealand’s oldest known railway (1882-83) with the original rail still in place.,Advanced,2 or 5 hr,10856.86,4,1,one_way,0,5,10.86 kilometer
872,170.6387815,-45.89358221,Sandfly Bay Track,,Walk to Sandfly Bay and combine coastal views with wildlife viewing - kids will love the sand dunes and can earn a Kiwi Guardians medal here too.,Easy,1 hr 30 min return,573.32,2,1,return,0,1.5,573.32 meter
873,168.1021294,-44.80697599,Lake Marian Falls Track,,"Discover the spectacular Marian Falls on this easy, short walking track from Hollyford Road, off Milford Road.",Easy,20 min,338.65,2,1,one_way,0,0.33,338.66 meter
874,174.7485405,-38.43029922,Mangatoa Track,,"Crossing the beautiful Herangi Range, this alternative track leads to Leitch's Hut.",Advanced,8 hr return,7433.47,4,1,return,0,8,7.44 kilometer
875,175.3920994,-36.24068217,Whangaparapara, Old Mill Track,Discover the site of the Kauri Timber Company sawmill and an historic steam traction engine.,Easy,2 hr return,1410.21,2,1,return,0,2,1.42 kilometer
876,174.5725345,-35.83909804,Te Whara Track,,Follow in the footsteps of Northland's Māori ancestors. This challenging track climbs through coastal forest before revealing a spectacular 360-degree panorama. It's one of our best day hikes.,Intermediate,5-6 hr,6361.73,3,1,one_way,0,6,6.37 kilometer
